fee_rate,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
0.0010000000,tqqq_hold,2007-04-11,2026-08-07,100000.0000000000,16152394.6216134634,160.5239462161,0.3009884608,1,0.0517487249,99.8998033506,-0.9425034698,2007-10-31,2009-03-09,495,2013-08-05,1610.0000000000,2105.0000000000,2105,2007-10-31
0.0010000000,qqq_hold,2007-04-11,2026-08-07,100000.0000000000,1883531.4785618174,17.8353147856,0.1640676520,1,0.0517487249,99.8618858707,-0.5338745734,2007-10-31,2008-11-20,386,2010-12-10,750.0000000000,1136.0000000000,1136,2007-10-31
0.0010000000,vo,2007-04-11,2026-08-07,100000.0000000000,34875326.5614560023,347.7532656146,0.3538547688,112,5.7958571833,443252.5545534582,-0.5288292535,2007-10-31,2009-05-13,560,2010-04-05,327.0000000000,887.0000000000,887,2007-10-31
0.0010000000,vaa_g4,2007-04-11,2026-07-31,100000.0000000000,297716.4996525946,1.9771649965,0.0581397698,140,7.2520138987,58088.5889444502,-0.2203498870,2010-04-14,2011-07-18,460,2012-09-19,429.0000000000,889.0000000000,1641,2021-07-26
0.0010000000,daa_g12,2007-04-11,2026-07-31,100000.0000000000,402731.1125921028,3.0273111259,0.0748301653,204,10.5672202524,75675.7799748398,-0.2849916765,2021-09-03,2023-08-18,714,2026-01-20,886.0000000000,1600.0000000000,1600,2021-09-03
0.0020000000,tqqq_hold,2007-04-11,2026-08-07,100000.0000000000,16136308.8867175300,160.3630888672,0.3009213825,1,0.0517487249,199.6006343038,-0.9425045965,2007-10-31,2009-03-09,495,2013-08-05,1610.0000000000,2105.0000000000,2105,2007-10-31
0.0020000000,qqq_hold,2007-04-11,2026-08-07,100000.0000000000,1882062.3793502836,17.8206237935,0.1640206500,1,0.0517487249,199.5704329532,-0.5339742955,2007-10-31,2008-11-20,386,2010-12-10,750.0000000000,1136.0000000000,1136,2007-10-31
0.0020000000,vo,2007-04-11,2026-08-07,100000.0000000000,33019944.1532682404,329.1994415327,0.3500301371,112,5.7958571833,848242.8530987491,-0.5304631133,2007-10-31,2009-05-13,560,2010-04-06,328.0000000000,888.0000000000,888,2007-10-31
0.0020000000,vaa_g4,2007-04-11,2026-07-31,100000.0000000000,225204.6888375999,1.2520468884,0.0429501377,140,7.2520138987,99480.0709293467,-0.2415234965,2021-07-26,2025-08-01,1467,2026-02-25,208.0000000000,1675.0000000000,1675,2021-07-26
0.0020000000,daa_g12,2007-04-11,2026-07-31,100000.0000000000,299432.9036133229,1.9943290361,0.0584549115,204,10.5672202524,127912.0425609504,-0.3067698059,2021-09-03,2023-08-18,714,2026-01-27,893.0000000000,1607.0000000000,1959,2015-01-29
0.0050000000,tqqq_hold,2007-04-11,2026-08-07,100000.0000000000,16088126.8829781618,159.8812688298,0.3007200810,1,0.0517487249,497.5115957003,-0.9425041362,2007-10-31,2009-03-09,495,2013-08-05,1610.0000000000,2105.0000000000,2105,2007-10-31
0.0050000000,qqq_hold,2007-04-11,2026-08-07,100000.0000000000,1876286.9944309320,17.7628699443,0.1638355357,1,0.0517487249,497.3926945001,-0.5339355915,2007-10-31,2008-11-20,386,2010-12-10,750.0000000000,1136.0000000000,1136,2007-10-31
0.0050000000,vo,2007-04-11,2026-08-07,100000.0000000000,28027436.4240887426,279.2743642409,0.3386261932,112,5.7958571833,1858839.4902208443,-0.5353330160,2007-10-31,2009-05-13,560,2010-04-09,331.0000000000,891.0000000000,891,2007-10-31
0.0050000000,vaa_g4,2007-04-11,2026-07-31,100000.0000000000,97556.0921820239,-0.0244390782,-0.0012808517,140,7.2520138987,161967.7977843914,-0.4520486353,2010-04-14,2025-08-01,5588,,,,5952,2010-04-14
0.0050000000,daa_g12,2007-04-11,2026-07-31,100000.0000000000,123110.6556510411,0.2311065565,0.0108281395,204,10.5672202524,201225.2865508173,-0.4270775120,2013-05-21,2025-04-08,4340,,,,4819,2013-05-21
