period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
common_full,permanent_buyhold,2004-11-18,2026-07-31,100000.0000000000,527513.7504253789,4.2751375043,0.0796571473,1,0.0460873817,99.8687947813,-0.2013223519,2021-12-27,2022-10-20,297,2024-02-23,491,788,1343,2012-10-04
common_full,permanent_annual_equal,2004-11-18,2026-07-31,100000.0000000000,453979.3065785920,3.5397930658,0.0722130075,23,1.0600097792,583.0850784158,-0.1834672687,2021-12-27,2022-10-20,297,2024-04-09,537,834,834,2021-12-27
common_full,permanent_band,2004-11-18,2026-07-31,100000.0000000000,485348.6782024601,3.8534867820,0.0755198388,5,0.2304369085,409.8152721804,-0.1841076032,2021-12-27,2022-10-20,297,2024-03-27,524,821,821,2021-12-27
common_full,tqqq_hold,2004-11-18,2026-08-11,100000.0000000000,21520260.8879121542,214.2026088791,0.2804593908,1,0.0460235005,99.8998531057,-0.9425041472,2007-10-31,2009-03-09,495,2013-08-05,1610,2105,2105,2007-10-31
common_full,qqq_hold,2004-11-18,2026-08-11,100000.0000000000,2179795.0756848659,20.7979507568,0.1523875937,1,0.0460235005,99.8823789722,-0.5339742224,2007-10-31,2008-11-20,386,2010-12-10,750,1136,1136,2007-10-31
common_full,vo,2004-11-18,2026-08-11,100000.0000000000,52664406.8042179570,525.6440680422,0.3343008051,116,5.3387260585,676087.4605960371,-0.5288309326,2007-10-31,2009-05-13,560,2010-04-05,327,887,887,2007-10-31
recent_10y,permanent_buyhold,2016-08-01,2026-07-31,100000.0000000000,221322.0340871416,1.2132203409,0.0827194331,1,0.1000390304,99.8621693563,-0.1930082351,2021-12-27,2022-10-20,297,2024-03-01,498,795,795,2021-12-27
recent_10y,permanent_annual_equal,2016-08-01,2026-07-31,100000.0000000000,191092.2725151735,0.9109227252,0.0669284344,11,1.1004293344,229.5876133120,-0.1833910556,2021-12-27,2022-10-20,297,2024-04-09,537,834,834,2021-12-27
recent_10y,permanent_band,2016-08-01,2026-07-31,100000.0000000000,200858.0955023470,1.0085809550,0.0722616067,3,0.3001170912,185.1259937202,-0.1832496993,2021-12-27,2022-10-20,297,2024-03-27,524,821,821,2021-12-27
recent_10y,tqqq_hold,2016-08-01,2026-08-11,100000.0000000000,3114109.9156983532,30.1410991570,0.4091036277,1,0.0997385309,99.8995207187,-0.8165982508,2021-11-19,2022-12-28,404,2024-12-04,707,1111,1111,2021-11-19
recent_10y,qqq_hold,2016-08-01,2026-08-11,100000.0000000000,666768.9821328067,5.6676898213,0.2083203638,1,0.0997385309,99.8527764189,-0.3511414670,2021-12-27,2022-11-03,311,2023-12-13,405,716,716,2021-12-27
recent_10y,vo,2016-08-01,2026-08-11,100000.0000000000,2484889.1746403920,23.8488917464,0.3777355752,72,7.1811742217,31468.7746398570,-0.4576938109,2021-11-19,2022-09-30,315,2023-06-02,245,560,560,2021-11-19
