period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
common_full,faa7_equal_monthly,2006-12-01,2026-07-31,100000.0000000000,261365.3159947116,1.6136531599,0.0500724263,236,12.0018421053,947.7329157213,-0.4609689925,2008-05-19,2009-03-02,287,2011-04-27,786,1073,1099,2014-07-23
common_full,faa_default,2006-12-01,2026-07-31,100000.0000000000,288648.5330784842,1.8864853308,0.0553881284,231,11.7475657895,24757.2532523833,-0.1932929413,2015-01-29,2016-11-18,659,2020-11-16,1459,2118,2118,2015-01-29
common_full,tqqq_hold,2006-12-01,2026-08-07,100000.0000000000,16575607.6199113540,164.7560761991,0.2964679918,1,0.0508057449,99.8998219713,-0.9425036049,2007-10-31,2009-03-09,495,2013-08-05,1610,2105,2105,2007-10-31
common_full,qqq_hold,2006-12-01,2026-08-07,100000.0000000000,1914613.4233656633,18.1461342337,0.1618152835,1,0.0508057449,99.8702239885,-0.5339128170,2007-10-31,2008-11-20,386,2010-12-10,750,1136,1136,2007-10-31
common_full,vo,2006-12-01,2026-08-07,100000.0000000000,35789203.4894801006,356.8920348948,0.3481719106,112,5.6902434275,454864.9649598749,-0.5288282024,2007-10-31,2009-05-13,560,2010-04-05,327,887,887,2007-10-31
recent_10y,faa7_equal_monthly,2016-08-01,2026-07-31,100000.0000000000,206268.9079834290,1.0626890798,0.0751168028,120,12.0046836483,483.9200195039,-0.2588510083,2020-01-17,2020-03-23,66,2020-11-24,246,312,709,2022-03-29
recent_10y,faa_default,2016-08-01,2026-07-31,100000.0000000000,173331.5982511017,0.7333159825,0.0565671350,119,11.9046446179,8789.6524968585,-0.1119838270,2022-03-08,2022-11-03,240,2024-09-13,680,920,920,2022-03-08
recent_10y,tqqq_hold,2016-08-01,2026-08-07,100000.0000000000,3174209.8917085240,30.7420989171,0.4123251935,1,0.0998475943,99.8995407818,-0.8165981597,2021-11-19,2022-12-28,404,2024-12-04,707,1111,1111,2021-11-19
recent_10y,qqq_hold,2016-08-01,2026-08-07,100000.0000000000,671019.2379922338,5.7101923799,0.2093374389,1,0.0998475943,99.8527764189,-0.3511416068,2021-12-27,2022-11-03,311,2023-12-13,405,716,716,2021-12-27
recent_10y,vo,2016-08-01,2026-08-07,100000.0000000000,2509431.8652661555,24.0943186527,0.3795715753,72,7.1890267906,31468.7741932076,-0.4576938510,2021-11-19,2022-09-30,315,2023-06-02,245,560,560,2021-11-19
