fee_rate,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
0.0010000000,faa7_equal_monthly,2006-12-01,2026-07-31,100000.0000000000,261365.3159947116,1.6136531599,0.0500724263,236,12.0018421053,947.7329157213,-0.4609689925,2008-05-19,2009-03-02,287,2011-04-27,786,1073,1099,2014-07-23
0.0010000000,faa_default,2006-12-01,2026-07-31,100000.0000000000,288648.5330784842,1.8864853308,0.0553881284,231,11.7475657895,24757.2532523833,-0.1932929413,2015-01-29,2016-11-18,659,2020-11-16,1459,2118,2118,2015-01-29
0.0010000000,tqqq_hold,2006-12-01,2026-08-07,100000.0000000000,16575607.6199113540,164.7560761991,0.2964679918,1,0.0508057449,99.8998219713,-0.9425036049,2007-10-31,2009-03-09,495,2013-08-05,1610,2105,2105,2007-10-31
0.0010000000,qqq_hold,2006-12-01,2026-08-07,100000.0000000000,1914613.4233656633,18.1461342337,0.1618152835,1,0.0508057449,99.8702239885,-0.5339128170,2007-10-31,2008-11-20,386,2010-12-10,750,1136,1136,2007-10-31
0.0010000000,vo,2006-12-01,2026-08-07,100000.0000000000,35789203.4894801006,356.8920348948,0.3481719106,112,5.6902434275,454864.9649598749,-0.5288282024,2007-10-31,2009-05-13,560,2010-04-05,327,887,887,2007-10-31
0.0020000000,faa7_equal_monthly,2006-12-01,2026-07-31,100000.0000000000,259171.9092520962,1.5917190925,0.0496224786,236,12.0018421053,1874.9522247039,-0.4614206678,2008-05-19,2009-03-02,287,2011-04-28,787,1074,1104,2014-07-23
0.0020000000,faa_default,2006-12-01,2026-07-31,100000.0000000000,251692.5949856551,1.5169259499,0.0480605442,231,11.7475657895,45849.5520086040,-0.2064909978,2015-01-29,2017-03-14,775,2020-12-30,1387,2162,2162,2015-01-29
0.0020000000,tqqq_hold,2006-12-01,2026-08-07,100000.0000000000,16559075.2181513943,164.5907521815,0.2964022644,1,0.0508057449,199.6003658328,-0.9425039185,2007-10-31,2009-03-09,495,2013-08-05,1610,2105,2105,2007-10-31
0.0020000000,qqq_hold,2006-12-01,2026-08-07,100000.0000000000,1913143.0746272174,18.1314307463,0.1617699366,1,0.0508057449,199.5895866115,-0.5340162903,2007-10-31,2008-11-20,386,2010-12-10,750,1136,1136,2007-10-31
0.0020000000,vo,2006-12-01,2026-08-07,100000.0000000000,33884991.7915332317,337.8499179153,0.3444322130,112,5.6902434275,870459.9778023325,-0.5304631914,2007-10-31,2009-05-13,560,2010-04-06,328,888,888,2007-10-31
0.0050000000,faa7_equal_monthly,2006-12-01,2026-07-31,100000.0000000000,253764.7707206650,1.5376477072,0.0484976508,236,12.0018421053,4644.5803807261,-0.4623496438,2008-05-19,2009-03-02,287,2012-09-13,1291,1578,1578,2008-05-19
0.0050000000,faa_default,2006-12-01,2026-07-31,100000.0000000000,167012.6454403160,0.6701264544,0.0264267861,232,11.7984210526,91919.2882380372,-0.2825781323,2011-04-29,2020-03-18,3246,2022-03-07,719,3965,3965,2011-04-29
0.0050000000,tqqq_hold,2006-12-01,2026-08-07,100000.0000000000,16509627.2464052197,164.0962724641,0.2962053029,1,0.0508057449,497.5108170043,-0.9425033548,2007-10-31,2009-03-09,495,2013-08-05,1610,2105,2105,2007-10-31
0.0050000000,qqq_hold,2006-12-01,2026-08-07,100000.0000000000,1907362.6813576636,18.0736268136,0.1615913428,1,0.0508057449,497.4653528734,-0.5339997613,2007-10-31,2008-11-20,386,2010-12-10,750,1136,1136,2007-10-31
0.0050000000,vo,2006-12-01,2026-08-07,100000.0000000000,28761763.1483860835,286.6176314839,0.3332818077,112,5.6902434275,1907529.3784917777,-0.5353334098,2007-10-31,2009-05-13,560,2010-04-09,331,891,891,2007-10-31
