period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
common_full,tqqq_hold,2007-04-11,2026-07-31,100000.0000000000,14015949.7473704871,139.1594974737,0.2917999406,1,0.0518000993,99.8997086529,-0.9425029807,2007-10-31,2009-03-09,495,2013-08-05,1610,2105,2105,2007-10-31
common_full,qqq_hold,2007-04-11,2026-07-31,100000.0000000000,1792252.1667177887,16.9225216672,0.1612512608,1,0.0518000993,99.8618959469,-0.5338743831,2007-10-31,2008-11-20,386,2010-12-10,750,1136,1136,2007-10-31
common_full,vo,2007-04-11,2026-07-31,100000.0000000000,32492570.5339515507,323.9257053395,0.3493066607,112,5.8016111190,443252.4412823033,-0.5288291310,2007-10-31,2009-05-13,560,2010-04-05,327,887,887,2007-10-31
common_full,paa_n12_buyhold,2007-04-11,2026-07-31,100000.0000000000,431797.9928336769,3.3179799283,0.0787171890,1,0.0518000993,99.6941342296,-0.3938949268,2008-05-19,2009-03-09,294,2010-11-04,605,899,899,2008-05-19
common_full,paa2,2007-04-11,2026-07-31,100000.0000000000,282973.7777021977,1.8297377770,0.0553596792,185,9.5830183662,18965.5698737474,-0.1433313359,2011-04-29,2011-08-08,101,2013-01-18,529,630,975,2021-11-08
recent_10y,tqqq_hold,2016-08-01,2026-07-31,100000.0000000000,2754363.5768316649,26.5436357683,0.3933439342,1,0.1000390304,99.8995207187,-0.8165982230,2021-11-19,2022-12-28,404,2024-12-04,707,1111,1111,2021-11-19
recent_10y,qqq_hold,2016-08-01,2026-07-31,100000.0000000000,638502.0676327465,5.3850206763,0.2037814776,1,0.1000390304,99.8527905143,-0.3511413524,2021-12-27,2022-11-03,311,2023-12-13,405,716,716,2021-12-27
recent_10y,vo,2016-08-01,2026-07-31,100000.0000000000,2337982.1200916795,22.3798212009,0.3706846366,72,7.2028101890,31468.7743303538,-0.4576940956,2021-11-19,2022-09-30,315,2023-06-02,245,560,560,2021-11-19
recent_10y,paa_n12_buyhold,2016-08-01,2026-07-31,100000.0000000000,254400.8513634072,1.5440085136,0.0979123835,1,0.1000390304,99.4530162532,-0.2561249991,2020-02-19,2020-03-20,30,2020-08-04,137,167,844,2021-11-08
recent_10y,paa2,2016-08-01,2026-07-31,100000.0000000000,200794.3579628799,1.0079435796,0.0722275628,103,10.3040201315,8701.0966983099,-0.1040435545,2021-11-08,2023-08-18,648,2024-07-10,327,975,975,2021-11-08
