fee_rate,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
0.0020000000,jordan_tqqq_full_exit,2010-02-11,2026-08-12,100000.0000000000,6474161.5018264977,63.7416150183,0.2875906947,55,3.3336106040,235350.5970930889,-0.6850880543,2021-11-19,2023-01-19,426,2024-02-09,386,812,898,2015-07-20
0.0020000000,jordan_tqqq_one_third,2010-02-11,2026-08-12,100000.0000000000,8403000.5775989611,83.0300057760,0.3081034441,59,3.5760550116,219822.3508802253,-0.7286312813,2021-11-19,2022-12-28,404,2024-06-10,530,934,934,2021-11-19
0.0020000000,jordan_tqqq_two_thirds,2010-02-11,2026-08-12,100000.0000000000,9608446.2709578425,95.0844627096,0.3187752655,59,3.5760550116,153933.5007064620,-0.7879495067,2021-11-19,2022-12-28,404,2024-07-05,555,959,959,2021-11-19
0.0020000000,tqqq_hold,2010-02-11,2026-08-12,100000.0000000000,38500089.5610490441,384.0008956105,0.4345235588,1,0.0606111019,199.6005019038,-0.8165985085,2021-11-19,2022-12-28,404,2024-12-04,707,1111,1111,2021-11-19
0.0020000000,vo,2010-02-11,2026-08-12,100000.0000000000,28320425.0704099946,282.2042507041,0.4080707238,98,5.9398879854,725764.5011406037,-0.4602093459,2021-11-19,2022-09-30,315,2023-06-02,245,560,560,2021-11-19
0.0020000000,three_percent,2010-02-11,2026-08-12,100000.0000000000,7974339.6930603189,78.7433969306,0.3039586305,413,25.0323850813,324128.4428334808,-0.6164058882,2021-11-19,2022-12-28,404,2023-12-18,355,759,759,2021-11-19
0.0050000000,jordan_public_proxy,2010-02-11,2026-07-31,100000.0000000000,442608.3963937694,3.4260839639,0.0945461869,55,3.3402623046,172443.9709344491,-0.5062684913,2021-12-27,2022-12-28,366,2026-05-14,1233,1599,1599,2021-12-27
0.0050000000,qqq_hold,2010-02-11,2026-08-12,100000.0000000000,1926491.3703809776,18.2649137038,0.1963855189,1,0.0606111019,497.5027965873,-0.3511865714,2021-12-27,2022-11-03,311,2023-12-13,405,716,716,2021-12-27
0.0050000000,jordan_tqqq_full_exit,2010-02-11,2026-08-12,100000.0000000000,5489504.9944941001,53.8950499449,0.2747793597,55,3.3336106040,524270.0323673693,-0.6943940819,2021-11-19,2023-01-19,426,2024-03-01,407,833,900,2015-07-20
0.0050000000,jordan_tqqq_one_third,2010-02-11,2026-08-12,100000.0000000000,7477006.6294536032,73.7700662945,0.2988790277,59,3.5760550116,505876.9024114419,-0.7341627619,2021-11-19,2022-12-28,404,2024-06-12,532,936,936,2021-11-19
0.0050000000,jordan_tqqq_two_thirds,2010-02-11,2026-08-12,100000.0000000000,8948724.1126021463,88.4872411260,0.3131017861,59,3.5760550116,365665.0902372170,-0.7908380743,2021-11-19,2022-12-28,404,2024-07-05,555,959,959,2021-11-19
0.0050000000,tqqq_hold,2010-02-11,2026-08-12,100000.0000000000,38385205.4549134597,382.8520545491,0.4342637418,1,0.0606111019,497.5122385039,-0.8165985125,2021-11-19,2022-12-28,404,2024-12-04,707,1111,1111,2021-11-19
0.0050000000,vo,2010-02-11,2026-08-12,100000.0000000000,24520881.1212752461,244.2088112128,0.3958296340,98,5.9398879854,1622035.9338819303,-0.4676752479,2021-11-19,2022-09-30,315,2023-06-12,255,570,570,2021-11-19
0.0050000000,three_percent,2010-02-11,2026-08-12,100000.0000000000,6440964.5604080213,63.4096456041,0.2871895577,413,25.0323850813,690397.4424596828,-0.6240106278,2021-11-19,2022-12-28,404,2023-12-19,356,760,760,2021-11-19
