period,model,start,end,start_equity,end_equity,total_return,cagr,trade_count,annual_trades,fees,mdd,mdd_peak,mdd_trough,drawdown_duration_days,recovery_date,recovery_period_days,mdd_time_underwater_days,longest_time_underwater_days,longest_underwater_start
full_synthetic,tqqq_hold,1999-03-10,2026-07-31,100000.0000000000,460426.6763589291,3.6042667636,0.0573270289,1,0.0365059970,99.8909522583,-0.9995520758,2000-03-27,2009-03-09,3269,,,,9622,2000-03-27
full_synthetic,qqq_hold,1999-03-10,2026-07-31,100000.0000000000,1592033.5631341329,14.9203356313,0.1063141423,1,0.0365059970,99.8753988694,-0.8295498116,2000-03-27,2002-10-09,926,2015-02-20,4517.0000000000,5443.0000000000,5443,2000-03-27
full_synthetic,vo,1999-03-10,2026-07-31,100000.0000000000,202610808.8769461215,2025.1080887695,0.3204228017,161,5.8774655172,2768717.0017935028,-0.5288303895,2007-10-31,2009-05-13,560,2010-04-05,327.0000000000,887.0000000000,887,2007-10-31
full_synthetic,three_percent,1999-03-10,2026-07-31,100000.0000000000,56098674.3536169231,559.9867435362,0.2599498389,686,25.0431139430,1271405.0544363840,-0.6138396876,2021-11-19,2022-12-28,404,2023-12-15,352.0000000000,756.0000000000,1248,2000-01-03
full_synthetic,vr5,1999-03-10,2026-07-31,100000.0000000000,470495.9024176664,3.7049590242,0.0581623906,77,2.8109617691,1789.7199353465,-0.9993696209,2000-03-27,2009-03-09,3269,2026-05-14,6275.0000000000,9544.0000000000,9544,2000-03-27
full_synthetic,bll_vma_1_50_b0,1999-03-10,2026-07-31,100000.0000000000,4890142.6292034416,47.9014262920,0.1525781086,432,15.7705907046,328196.1601108953,-0.8845846981,2000-03-27,2001-10-30,582,2014-08-18,4675.0000000000,5257.0000000000,5257,2000-03-27
full_synthetic,bll_vma_1_50_b1,1999-03-10,2026-07-31,100000.0000000000,8801807.3632153925,87.0180736322,0.1775748847,208,7.5932473763,265362.4968343772,-0.8699664976,2000-03-27,2002-08-29,885,2010-12-08,3023.0000000000,3908.0000000000,3908,2000-03-27
full_synthetic,bll_vma_1_150_b0,1999-03-10,2026-07-31,100000.0000000000,4513138.7473200057,44.1313874732,0.1492073473,221,8.0678253373,78307.4491354463,-0.9791216544,2000-03-27,2003-03-31,1099,2019-12-20,6108.0000000000,7207.0000000000,7207,2000-03-27
full_synthetic,bll_vma_1_150_b1,1999-03-10,2026-07-31,100000.0000000000,7682128.2700278684,75.8212827003,0.1717403458,101,3.6871056972,49982.4700346089,-0.9735341725,2000-03-27,2003-03-31,1099,2018-01-26,5415.0000000000,6514.0000000000,6514,2000-03-27
full_synthetic,bll_vma_5_150_b0,1999-03-10,2026-07-31,100000.0000000000,7182075.0192734934,70.8207501927,0.1688647312,91,3.3220457271,55070.4453887107,-0.9465135155,2000-03-27,2003-03-31,1099,2017-08-31,5267.0000000000,6366.0000000000,6366,2000-03-27
full_synthetic,bll_vma_5_150_b1,1999-03-10,2026-07-31,100000.0000000000,2612933.9479969745,25.1293394800,0.1265064593,73,2.6649377811,16539.7359258846,-0.9686275651,2000-03-27,2003-03-31,1099,2020-02-06,6156.0000000000,7255.0000000000,7255,2000-03-27
full_synthetic,bll_vma_1_200_b0,1999-03-10,2026-07-31,100000.0000000000,2091824.9497002419,19.9182494970,0.1173959529,189,6.8996334333,24016.9856728298,-0.9343356135,2000-03-27,2003-03-31,1099,2017-10-27,5324.0000000000,6423.0000000000,6423,2000-03-27
full_synthetic,bll_vma_1_200_b1,1999-03-10,2026-07-31,100000.0000000000,3860548.7234405451,37.6054872344,0.1426736298,87,3.1760217391,17112.5864227175,-0.9249909878,2000-03-27,2003-03-31,1099,2015-03-02,4354.0000000000,5453.0000000000,5453,2000-03-27
full_synthetic,bll_vma_2_200_b0,1999-03-10,2026-07-31,100000.0000000000,7396229.4210552275,72.9622942106,0.1701191503,125,4.5632496252,37764.1581911727,-0.8937931252,2000-03-27,2003-03-31,1099,2014-11-24,4256.0000000000,5355.0000000000,5355,2000-03-27
full_synthetic,bll_vma_2_200_b1,1999-03-10,2026-07-31,100000.0000000000,2882538.4043117044,27.8253840431,0.1305520075,75,2.7379497751,12593.6298729310,-0.9190657223,2000-03-27,2003-03-31,1099,2018-01-05,5394.0000000000,6493.0000000000,6493,2000-03-27
full_synthetic,bll_trb_50,1999-03-10,2026-07-31,100000.0000000000,2024433.7775889107,19.2443377759,0.1160609540,82,2.9934917541,33520.3708358089,-0.9393975109,2000-03-27,2003-03-31,1099,2020-01-13,6132.0000000000,7231.0000000000,7231,2000-03-27
full_synthetic,bll_trb_150,1999-03-10,2026-07-31,100000.0000000000,1783385.9760306987,16.8338597603,0.1109076537,27,0.9856619190,12736.2205720889,-0.8895140598,2000-03-27,2003-05-21,1150,2014-11-12,4193.0000000000,5343.0000000000,5343,2000-03-27
full_synthetic,bll_trb_200,1999-03-10,2026-07-31,100000.0000000000,1287812.9536638274,11.8781295366,0.0977824476,21,0.7666259370,4493.4073984590,-0.8893283411,2000-03-27,2003-05-21,1150,2014-06-06,4034.0000000000,5184.0000000000,5184,2000-03-27
actual_tqqq,tqqq_hold,2010-02-11,2026-07-31,100000.0000000000,33382887.3589678630,332.8288735897,0.4231764841,1,0.0607320419,99.9000199140,-0.8165984832,2021-11-19,2022-12-28,404,2024-12-04,707.0000000000,1111.0000000000,1111,2021-11-19
actual_tqqq,qqq_hold,2010-02-11,2026-07-31,100000.0000000000,1838335.0677455510,17.3833506775,0.1934139007,1,0.0607320419,99.8743118489,-0.3511783616,2021-12-27,2022-11-03,311,2023-12-13,405.0000000000,716.0000000000,716,2021-12-27
actual_tqqq,vo,2010-02-11,2026-07-31,100000.0000000000,27659305.1991821080,275.5930519918,0.4070126631,98,5.9517401064,376771.2652515003,-0.4577025018,2021-11-19,2022-09-30,315,2023-06-02,245.0000000000,560.0000000000,560,2021-11-19
actual_tqqq,three_percent,2010-02-11,2026-07-31,100000.0000000000,7633002.5714443736,75.3300257144,0.3011876615,412,25.0216012637,170350.6130500996,-0.6138383533,2021-11-19,2022-12-28,404,2023-12-15,352.0000000000,756.0000000000,756,2021-11-19
actual_tqqq,vr5,2010-02-11,2026-07-31,100000.0000000000,34706900.1797412634,346.0690017974,0.4265422557,152,9.2312703691,90120.4539781428,-0.8003842148,2021-12-27,2022-12-28,366,2024-07-05,555.0000000000,921.0000000000,921,2021-12-27
actual_tqqq,bll_vma_1_50_b0,2010-02-11,2026-07-31,100000.0000000000,2043742.7754749213,19.4374277547,0.2011157477,260,15.7903308946,128080.7966047327,-0.5354293187,2020-09-02,2023-01-19,869,2023-12-26,341.0000000000,1210.0000000000,1210,2020-09-02
actual_tqqq,bll_vma_1_50_b1,2010-02-11,2026-07-31,100000.0000000000,2892143.3782359776,27.9214337824,0.2267127051,130,7.8951654473,83657.5493858997,-0.6568702269,2011-02-16,2011-12-14,301,2014-08-25,985.0000000000,1286.0000000000,1286,2011-02-16
actual_tqqq,bll_vma_1_150_b0,2010-02-11,2026-07-31,100000.0000000000,10515493.4806899745,104.1549348069,0.3267522828,111,6.7412566511,172392.0763579626,-0.5872570679,2020-02-19,2020-04-21,62,2020-08-21,122.0000000000,184.0000000000,690,2010-04-23
actual_tqqq,bll_vma_1_150_b1,2010-02-11,2026-07-31,100000.0000000000,11583112.3183926698,114.8311231839,0.3345668182,51,3.0973341370,72011.9239234904,-0.5688838972,2015-07-20,2016-07-05,351,2017-06-08,338.0000000000,689.0000000000,1244,2010-04-23
actual_tqqq,bll_vma_5_150_b0,2010-02-11,2026-07-31,100000.0000000000,6061836.6381751494,59.6183663818,0.2831020377,57,3.4617263884,44633.9462016791,-0.6233944450,2020-02-19,2020-04-21,62,2020-08-26,127.0000000000,189.0000000000,1316,2010-04-23
actual_tqqq,bll_vma_5_150_b1,2010-02-11,2026-07-31,100000.0000000000,6026577.1957639400,59.2657719576,0.2826475318,39,2.3685496342,34692.4671837502,-0.6725211887,2010-04-23,2011-12-19,605,2013-12-09,721.0000000000,1326.0000000000,1326,2010-04-23
actual_tqqq,bll_vma_1_200_b0,2010-02-11,2026-07-31,100000.0000000000,4887987.8580045290,47.8798785800,0.2664391311,103,6.2554003159,50918.6690968174,-0.6006731684,2015-07-20,2016-07-05,351,2017-10-11,463.0000000000,814.0000000000,1274,2010-04-23
actual_tqqq,bll_vma_1_200_b1,2010-02-11,2026-07-31,100000.0000000000,8128910.8047699183,80.2891080477,0.3061713850,45,2.7329418856,33322.4794123070,-0.5872574344,2020-02-19,2020-04-21,62,2020-08-21,122.0000000000,184.0000000000,905,2011-04-27
actual_tqqq,bll_vma_2_200_b0,2010-02-11,2026-07-31,100000.0000000000,11991933.7597667295,118.9193375977,0.3373811180,69,4.1905108913,57873.1315600548,-0.5754724133,2015-07-20,2016-07-05,351,2017-07-24,384.0000000000,735.0000000000,1313,2010-04-23
actual_tqqq,bll_vma_2_200_b1,2010-02-11,2026-07-31,100000.0000000000,5495687.8818383561,53.9568788184,0.2754842278,41,2.4900137180,21952.3036525859,-0.6757687365,2010-04-23,2011-12-14,600,2014-06-26,925.0000000000,1525.0000000000,1525,2010-04-23
actual_tqqq,bll_trb_50,2010-02-11,2026-07-31,100000.0000000000,1700687.2762070305,16.0068727621,0.1877863674,50,3.0366020951,25487.2700771594,-0.6693106279,2011-02-16,2011-11-25,282,2013-10-18,693.0000000000,975.0000000000,975,2011-02-16
actual_tqqq,bll_trb_150,2010-02-11,2026-07-31,100000.0000000000,1721113.6032188886,16.2111360322,0.1886479251,19,1.1539087961,11786.9959584274,-0.6208683040,2020-02-19,2020-03-12,22,2021-01-20,314.0000000000,336.0000000000,1117,2010-04-23
actual_tqqq,bll_trb_200,2010-02-11,2026-07-31,100000.0000000000,3679035.0443596533,35.7903504436,0.2447731683,13,0.7895165447,12061.9424126618,-0.7066986198,2018-08-29,2020-03-20,569,2020-07-20,122.0000000000,691.0000000000,929,2021-11-19
recent_10y,tqqq_hold,2016-08-01,2026-07-31,100000.0000000000,2754363.5768316649,26.5436357683,0.3933439342,1,0.1000390304,99.8995207187,-0.8165982230,2021-11-19,2022-12-28,404,2024-12-04,707.0000000000,1111.0000000000,1111,2021-11-19
recent_10y,qqq_hold,2016-08-01,2026-07-31,100000.0000000000,638502.0676327465,5.3850206763,0.2037814776,1,0.1000390304,99.8527905143,-0.3511413524,2021-12-27,2022-11-03,311,2023-12-13,405.0000000000,716.0000000000,716,2021-12-27
recent_10y,vo,2016-08-01,2026-07-31,100000.0000000000,2337982.1200916795,22.3798212009,0.3706846366,72,7.2028101890,31468.7743303538,-0.4576940956,2021-11-19,2022-09-30,315,2023-06-02,245.0000000000,560.0000000000,560,2021-11-19
recent_10y,three_percent,2016-08-01,2026-07-31,100000.0000000000,1567467.2459792662,14.6746724598,0.3169415394,244,24.4095234182,33243.5500689641,-0.6138244805,2021-11-19,2022-12-28,404,2023-12-15,352.0000000000,756.0000000000,756,2021-11-19
recent_10y,vr5,2016-08-01,2026-07-31,100000.0000000000,2920606.0064046751,28.2060600640,0.4015367675,97,9.7037859491,7331.0718713926,-0.8000441672,2021-12-27,2022-12-28,366,2024-07-05,555.0000000000,921.0000000000,921,2021-12-27
recent_10y,bll_vma_1_50_b0,2016-08-01,2026-07-31,100000.0000000000,1243518.0836352224,11.4351808364,0.2867907645,146,14.6056984388,67995.6043276383,-0.5354229944,2020-09-02,2023-01-19,869,2023-12-26,341.0000000000,1210.0000000000,1210,2020-09-02
recent_10y,bll_vma_1_50_b1,2016-08-01,2026-07-31,100000.0000000000,1449457.5414751025,13.4945754148,0.3066698554,74,7.4028882498,38170.4479714618,-0.5185427717,2020-09-02,2023-01-19,869,2023-06-13,145.0000000000,1014.0000000000,1014,2020-09-02
recent_10y,bll_vma_1_150_b0,2016-08-01,2026-07-31,100000.0000000000,4021755.2943577636,39.2175529436,0.4471187986,49,4.9019124897,62733.9415383720,-0.5872547371,2020-02-19,2020-04-21,62,2020-08-21,122.0000000000,184.0000000000,553,2021-11-19
recent_10y,bll_vma_1_150_b1,2016-08-01,2026-07-31,100000.0000000000,5037352.8037359668,49.3735280374,0.4800850588,19,1.9007415776,29403.8028373862,-0.4813638725,2020-02-19,2020-03-09,19,2020-07-06,119.0000000000,138.0000000000,553,2021-11-19
recent_10y,bll_vma_5_150_b0,2016-08-01,2026-07-31,100000.0000000000,2993365.2219665418,28.9336522197,0.4049911413,19,1.9007415776,19871.3218301496,-0.6233935989,2020-02-19,2020-04-21,62,2020-08-26,127.0000000000,189.0000000000,571,2021-11-19
recent_10y,bll_vma_5_150_b1,2016-08-01,2026-07-31,100000.0000000000,3091449.6838007993,29.9144968380,0.4095301823,15,1.5005854560,16352.9768532448,-0.6252178302,2020-02-19,2020-04-21,62,2020-08-26,127.0000000000,189.0000000000,559,2021-11-19
